filename	scene_label
audio/metro_station-prague-1130-41020-a.wav	indoor
audio/shopping_mall-helsinki-128-3837-a.wav	indoor
audio/shopping_mall-paris-133-4005-a.wav	indoor
audio/shopping_mall-helsinki-129-3865-a.wav	indoor
audio/airport-vienna-14-572-a.wav	indoor
audio/shopping_mall-stockholm-137-4171-a.wav	indoor
audio/metro_station-prague-1019-41202-a.wav	indoor
audio/metro_station-prague-1130-42569-a.wav	indoor
audio/shopping_mall-london-131-3937-a.wav	indoor
audio/shopping_mall-vienna-140-4255-a.wav	indoor
audio/shopping_mall-paris-134-4066-a.wav	indoor
audio/airport-vienna-13-535-a.wav	indoor
audio/metro_station-vienna-87-2387-a.wav	indoor
audio/airport-vienna-13-551-a.wav	indoor
audio/airport-lyon-1095-40798-a.wav	indoor
audio/airport-lyon-1041-43062-a.wav	indoor
audio/airport-barcelona-1-36-a.wav	indoor
audio/shopping_mall-paris-134-4039-a.wav	indoor
audio/metro_station-helsinki-65-1942-a.wav	indoor
audio/metro_station-london-70-2047-a.wav	indoor
audio/shopping_mall-paris-134-4033-a.wav	indoor
audio/metro_station-prague-1118-43298-a.wav	indoor
audio/metro_station-prague-1130-42348-a.wav	indoor
audio/shopping_mall-stockholm-136-4116-a.wav	indoor
audio/shopping_mall-lyon-1043-43252-a.wav	indoor
audio/airport-paris-9-395-a.wav	indoor
audio/shopping_mall-barcelona-127-3792-a.wav	indoor
audio/metro_station-vienna-88-2417-a.wav	indoor
audio/metro_station-lisbon-1021-43596-a.wav	indoor
audio/shopping_mall-london-131-3925-a.wav	indoor
audio/shopping_mall-lisbon-1002-40707-a.wav	indoor
audio/airport-lyon-1041-41945-a.wav	indoor
audio/metro_station-lyon-1077-42388-a.wav	indoor
audio/airport-barcelona-2-104-a.wav	indoor
audio/metro_station-stockholm-84-2270-a.wav	indoor
audio/metro_station-lisbon-1021-41880-a.wav	indoor
audio/shopping_mall-lisbon-1125-40470-a.wav	indoor
audio/shopping_mall-helsinki-129-3849-a.wav	indoor
audio/airport-prague-1034-41420-a.wav	indoor
audio/shopping_mall-lyon-1066-43650-a.wav	indoor
audio/metro_station-vienna-86-2356-a.wav	indoor
audio/shopping_mall-lisbon-1002-40239-a.wav	indoor
audio/metro_station-paris-79-2153-a.wav	indoor
audio/shopping_mall-lisbon-1125-42203-a.wav	indoor
audio/metro_station-lyon-1077-44072-a.wav	indoor
audio/shopping_mall-prague-1053-41617-a.wav	indoor
audio/metro_station-stockholm-85-2309-a.wav	indoor
audio/metro_station-vienna-88-2401-a.wav	indoor
audio/airport-lyon-1101-43071-a.wav	indoor
audio/airport-lisbon-1000-40329-a.wav	indoor
audio/airport-paris-8-357-a.wav	indoor
audio/metro_station-paris-79-2151-a.wav	indoor
audio/airport-barcelona-1-50-a.wav	indoor
audio/airport-barcelona-1-53-a.wav	indoor
audio/shopping_mall-lisbon-1137-40785-a.wav	indoor
audio/airport-helsinki-3-151-a.wav	indoor
audio/airport-lyon-1041-40175-a.wav	indoor
audio/airport-barcelona-1-95-a.wav	indoor
audio/shopping_mall-lisbon-1137-43440-a.wav	indoor
audio/metro_station-stockholm-84-2259-a.wav	indoor
audio/shopping_mall-vienna-138-4199-a.wav	indoor
audio/airport-stockholm-10-448-a.wav	indoor
audio/metro_station-london-70-2045-a.wav	indoor
audio/airport-helsinki-3-162-a.wav	indoor
audio/metro_station-stockholm-83-2238-a.wav	indoor
audio/metro_station-stockholm-84-2268-a.wav	indoor
audio/metro_station-vienna-86-2354-a.wav	indoor
audio/airport-paris-8-365-a.wav	indoor
audio/shopping_mall-barcelona-126-3755-a.wav	indoor
audio/shopping_mall-lisbon-1137-40811-a.wav	indoor
audio/shopping_mall-vienna-138-4198-a.wav	indoor
audio/shopping_mall-lyon-1066-42758-a.wav	indoor
audio/airport-stockholm-10-433-a.wav	indoor
audio/metro_station-stockholm-83-2232-a.wav	indoor
audio/shopping_mall-lyon-1066-42823-a.wav	indoor
audio/airport-lisbon-1122-40660-a.wav	indoor
audio/metro_station-lyon-1028-41452-a.wav	indoor
audio/shopping_mall-helsinki-128-3820-a.wav	indoor
audio/metro_station-vienna-87-2392-a.wav	indoor
audio/shopping_mall-vienna-140-4263-a.wav	indoor
audio/metro_station-london-74-2085-a.wav	indoor
audio/shopping_mall-lyon-1066-40867-a.wav	indoor
audio/shopping_mall-helsinki-128-3811-a.wav	indoor
audio/shopping_mall-stockholm-135-4072-a.wav	indoor
audio/metro_station-vienna-88-2427-a.wav	indoor
audio/metro_station-stockholm-84-2268-a.wav	indoor
audio/airport-paris-7-344-a.wav	indoor
audio/shopping_mall-helsinki-128-3812-a.wav	indoor
audio/airport-helsinki-4-192-a.wav	indoor
audio/airport-vienna-13-549-a.wav	indoor
audio/airport-vienna-14-589-a.wav	indoor
audio/airport-barcelona-1-53-a.wav	indoor
audio/shopping_mall-stockholm-136-4110-a.wav	indoor
audio/airport-london-5-236-a.wav	indoor
audio/shopping_mall-lyon-1066-42116-a.wav	indoor
audio/shopping_mall-lyon-1043-43527-a.wav	indoor
audio/shopping_mall-paris-132-3967-a.wav	indoor
audio/airport-paris-9-410-a.wav	indoor
audio/airport-paris-9-407-a.wav	indoor
audio/shopping_mall-paris-134-4054-a.wav	indoor
audio/airport-barcelona-1-50-a.wav	indoor
audio/airport-lisbon-1000-41735-a.wav	indoor
audio/metro_station-barcelona-63-1897-a.wav	indoor
audio/shopping_mall-prague-1031-40035-a.wav	indoor
audio/airport-london-6-258-a.wav	indoor
audio/metro_station-lyon-1028-41452-a.wav	indoor
audio/shopping_mall-prague-1009-42618-a.wav	indoor
audio/airport-lisbon-1122-43741-a.wav	indoor
audio/airport-lisbon-1122-43364-a.wav	indoor
audio/metro_station-prague-1118-43997-a.wav	indoor
audio/shopping_mall-vienna-140-4263-a.wav	indoor
audio/shopping_mall-paris-134-4033-a.wav	indoor
audio/airport-prague-1069-40978-a.wav	indoor
audio/airport-barcelona-1-66-a.wav	indoor
audio/metro_station-paris-79-2158-a.wav	indoor
audio/metro_station-stockholm-83-2219-a.wav	indoor
audio/airport-vienna-13-539-a.wav	indoor
audio/shopping_mall-stockholm-136-4113-a.wav	indoor
audio/airport-paris-8-364-a.wav	indoor
audio/airport-helsinki-4-169-a.wav	indoor
audio/airport-helsinki-4-181-a.wav	indoor
audio/shopping_mall-stockholm-137-4173-a.wav	indoor
audio/airport-prague-1023-40038-a.wav	indoor
audio/airport-barcelona-1-54-a.wav	indoor
audio/shopping_mall-lyon-1066-41474-a.wav	indoor
audio/airport-stockholm-10-424-a.wav	indoor
audio/shopping_mall-stockholm-136-4109-a.wav	indoor
audio/shopping_mall-lisbon-1002-42772-a.wav	indoor
audio/shopping_mall-lisbon-1137-41878-a.wav	indoor
audio/airport-barcelona-1-40-a.wav	indoor
audio/shopping_mall-lisbon-1137-41562-a.wav	indoor
audio/shopping_mall-helsinki-128-3841-a.wav	indoor
audio/shopping_mall-vienna-138-4210-a.wav	indoor
audio/metro_station-vienna-86-2337-a.wav	indoor
audio/metro_station-vienna-88-2397-a.wav	indoor
audio/metro_station-prague-1130-41797-a.wav	indoor
audio/metro_station-barcelona-61-1835-a.wav	indoor
audio/metro_station-helsinki-67-1998-a.wav	indoor
audio/metro_station-prague-1130-42569-a.wav	indoor
audio/metro_station-prague-1118-42442-a.wav	indoor
audio/airport-paris-7-320-a.wav	indoor
audio/shopping_mall-stockholm-137-4153-a.wav	indoor
audio/airport-london-6-303-a.wav	indoor
audio/airport-stockholm-11-461-a.wav	indoor
audio/metro_station-stockholm-83-2246-a.wav	indoor
audio/shopping_mall-barcelona-126-3756-a.wav	indoor
audio/metro_station-paris-82-2201-a.wav	indoor
audio/airport-lisbon-1000-42406-a.wav	indoor
audio/shopping_mall-lyon-1066-43343-a.wav	indoor
audio/metro_station-lyon-1028-43919-a.wav	indoor
audio/shopping_mall-paris-133-4011-a.wav	indoor
audio/airport-stockholm-12-483-a.wav	indoor
audio/shopping_mall-helsinki-129-3854-a.wav	indoor
audio/shopping_mall-prague-1009-42211-a.wav	indoor
audio/shopping_mall-prague-1031-41247-a.wav	indoor
audio/metro_station-barcelona-62-1853-a.wav	indoor
audio/metro_station-prague-1130-42569-a.wav	indoor
audio/metro_station-prague-1019-43305-a.wav	indoor
audio/metro_station-lyon-1028-41033-a.wav	indoor
audio/airport-lisbon-1114-43022-a.wav	indoor
audio/metro_station-london-69-2036-a.wav	indoor
audio/shopping_mall-helsinki-129-3871-a.wav	indoor
audio/airport-lyon-1101-41172-a.wav	indoor
audio/airport-stockholm-10-439-a.wav	indoor
audio/shopping_mall-helsinki-130-3890-a.wav	indoor
audio/shopping_mall-barcelona-126-3767-a.wav	indoor
audio/airport-lyon-1041-41282-a.wav	indoor
audio/airport-lyon-1041-41945-a.wav	indoor
audio/metro_station-barcelona-61-1834-a.wav	indoor
audio/metro_station-prague-1019-43758-a.wav	indoor
audio/shopping_mall-lyon-1043-40877-a.wav	indoor
audio/airport-paris-9-375-a.wav	indoor
audio/shopping_mall-stockholm-136-4119-a.wav	indoor
audio/shopping_mall-lyon-1066-43681-a.wav	indoor
audio/metro_station-lisbon-1021-43596-a.wav	indoor
audio/shopping_mall-helsinki-130-3906-a.wav	indoor
audio/metro_station-stockholm-83-2240-a.wav	indoor
audio/metro_station-london-76-2109-a.wav	indoor
audio/airport-stockholm-11-452-a.wav	indoor
audio/shopping_mall-helsinki-129-3874-a.wav	indoor
audio/metro_station-lisbon-1020-40024-a.wav	indoor
audio/shopping_mall-lisbon-1002-40391-a.wav	indoor
audio/airport-lyon-1095-42617-a.wav	indoor
audio/airport-london-5-231-a.wav	indoor
audio/metro_station-paris-80-2164-a.wav	indoor
audio/metro_station-vienna-86-2342-a.wav	indoor
audio/shopping_mall-helsinki-128-3831-a.wav	indoor
audio/airport-barcelona-1-57-a.wav	indoor
audio/airport-barcelona-1-92-a.wav	indoor
audio/shopping_mall-paris-134-4034-a.wav	indoor
audio/metro_station-lyon-1077-43207-a.wav	indoor
audio/metro_station-lisbon-1007-43110-a.wav	indoor
audio/metro_station-lisbon-1007-43992-a.wav	indoor
audio/shopping_mall-stockholm-136-4139-a.wav	indoor
audio/shopping_mall-stockholm-136-4127-a.wav	indoor
audio/shopping_mall-lisbon-1002-42948-a.wav	indoor
audio/shopping_mall-london-131-3940-a.wav	indoor
audio/shopping_mall-lisbon-1125-42203-a.wav	indoor
audio/shopping_mall-paris-134-4034-a.wav	indoor
audio/airport-helsinki-4-206-a.wav	indoor
audio/airport-lisbon-1000-40000-a.wav	indoor
audio/shopping_mall-lyon-1066-41459-a.wav	indoor
audio/airport-stockholm-10-425-a.wav	indoor
audio/shopping_mall-helsinki-130-3901-a.wav	indoor
audio/shopping_mall-paris-132-3983-a.wav	indoor
audio/shopping_mall-london-131-3924-a.wav	indoor
audio/metro_station-helsinki-67-2003-a.wav	indoor
audio/shopping_mall-vienna-138-4185-a.wav	indoor
audio/metro_station-paris-77-2126-a.wav	indoor
audio/metro_station-paris-77-2122-a.wav	indoor
audio/metro_station-prague-1130-41797-a.wav	indoor
audio/shopping_mall-lyon-1066-40959-a.wav	indoor
audio/shopping_mall-prague-1009-40263-a.wav	indoor
audio/airport-lyon-1041-41176-a.wav	indoor
audio/shopping_mall-helsinki-129-3872-a.wav	indoor
audio/shopping_mall-london-131-3936-a.wav	indoor
audio/shopping_mall-vienna-140-4258-a.wav	indoor
audio/airport-vienna-14-582-a.wav	indoor
audio/metro_station-lyon-1028-41368-a.wav	indoor
audio/shopping_mall-lisbon-1002-40002-a.wav	indoor
audio/metro_station-stockholm-84-2267-a.wav	indoor
audio/shopping_mall-stockholm-137-4172-a.wav	indoor
audio/metro_station-barcelona-61-1833-a.wav	indoor
audio/airport-paris-8-358-a.wav	indoor
audio/metro_station-stockholm-83-2221-a.wav	indoor
audio/metro_station-vienna-88-2394-a.wav	indoor
audio/airport-vienna-13-552-a.wav	indoor
audio/shopping_mall-prague-1031-42692-a.wav	indoor
audio/shopping_mall-barcelona-126-3760-a.wav	indoor
audio/shopping_mall-stockholm-135-4101-a.wav	indoor
audio/shopping_mall-stockholm-136-4110-a.wav	indoor
audio/airport-london-6-304-a.wav	indoor
audio/shopping_mall-paris-132-3981-a.wav	indoor
audio/metro_station-prague-1019-43831-a.wav	indoor
audio/metro_station-lisbon-1020-43419-a.wav	indoor
audio/airport-paris-9-374-a.wav	indoor
audio/shopping_mall-london-131-3923-a.wav	indoor
audio/shopping_mall-vienna-139-4224-a.wav	indoor
audio/airport-prague-1069-43028-a.wav	indoor
audio/metro_station-helsinki-65-1956-a.wav	indoor
audio/shopping_mall-lisbon-1125-41032-a.wav	indoor
audio/metro_station-barcelona-61-1847-a.wav	indoor
audio/airport-vienna-13-553-a.wav	indoor
audio/airport-barcelona-1-29-a.wav	indoor
audio/metro_station-helsinki-64-1923-a.wav	indoor
audio/airport-prague-1015-40987-a.wav	indoor
audio/metro_station-prague-1130-40757-a.wav	indoor
audio/shopping_mall-barcelona-125-3706-a.wav	indoor
audio/airport-lyon-1095-41597-a.wav	indoor
audio/shopping_mall-prague-1009-42762-a.wav	indoor
audio/airport-lisbon-1122-43567-a.wav	indoor
audio/airport-stockholm-11-470-a.wav	indoor
audio/airport-vienna-14-568-a.wav	indoor
audio/metro_station-stockholm-85-2309-a.wav	indoor
audio/shopping_mall-london-131-3943-a.wav	indoor
audio/shopping_mall-helsinki-128-3831-a.wav	indoor
audio/shopping_mall-stockholm-135-4096-a.wav	indoor
audio/shopping_mall-stockholm-137-4163-a.wav	indoor
audio/shopping_mall-vienna-139-4214-a.wav	indoor
audio/airport-lyon-1041-42809-a.wav	indoor
audio/airport-paris-7-340-a.wav	indoor
audio/metro_station-helsinki-64-1921-a.wav	indoor
audio/shopping_mall-lyon-1066-41936-a.wav	indoor
audio/shopping_mall-stockholm-135-4069-a.wav	indoor
audio/airport-paris-8-363-a.wav	indoor
audio/metro_station-lisbon-1020-43310-a.wav	indoor
audio/metro_station-lisbon-1020-41753-a.wav	indoor
audio/metro_station-london-68-2014-a.wav	indoor
audio/metro_station-stockholm-84-2254-a.wav	indoor
audio/airport-helsinki-4-188-a.wav	indoor
audio/metro_station-stockholm-83-2220-a.wav	indoor
audio/shopping_mall-vienna-139-4233-a.wav	indoor
audio/metro_station-lisbon-1021-41880-a.wav	indoor
audio/metro_station-stockholm-84-2250-a.wav	indoor
audio/airport-paris-7-326-a.wav	indoor
audio/shopping_mall-paris-134-4040-a.wav	indoor
audio/airport-vienna-13-558-a.wav	indoor
audio/shopping_mall-helsinki-130-3896-a.wav	indoor
audio/metro_station-lisbon-1021-41880-a.wav	indoor
audio/shopping_mall-lyon-1066-40561-a.wav	indoor
audio/airport-prague-1023-40436-a.wav	indoor
audio/airport-barcelona-1-53-a.wav	indoor
audio/metro_station-helsinki-64-1928-a.wav	indoor
audio/metro_station-stockholm-85-2316-a.wav	indoor
audio/shopping_mall-paris-132-3960-a.wav	indoor
audio/metro_station-paris-81-2197-a.wav	indoor
audio/shopping_mall-barcelona-126-3738-a.wav	indoor
audio/shopping_mall-helsinki-130-3896-a.wav	indoor
audio/airport-london-5-255-a.wav	indoor
audio/airport-london-5-254-a.wav	indoor
audio/shopping_mall-paris-133-4011-a.wav	indoor
audio/shopping_mall-paris-132-3965-a.wav	indoor
audio/airport-london-6-283-a.wav	indoor
audio/metro_station-london-72-2061-a.wav	indoor
audio/shopping_mall-lyon-1066-42950-a.wav	indoor
audio/metro_station-stockholm-85-2313-a.wav	indoor
audio/airport-helsinki-3-168-a.wav	indoor
audio/metro_station-prague-1130-40894-a.wav	indoor
audio/airport-london-5-235-a.wav	indoor
audio/shopping_mall-barcelona-125-3701-a.wav	indoor
audio/shopping_mall-helsinki-130-3882-a.wav	indoor
audio/shopping_mall-helsinki-128-3842-a.wav	indoor
audio/airport-barcelona-1-43-a.wav	indoor
audio/metro_station-stockholm-83-2232-a.wav	indoor
audio/airport-paris-9-415-a.wav	indoor
audio/shopping_mall-stockholm-137-4163-a.wav	indoor
audio/shopping_mall-barcelona-127-3788-a.wav	indoor
audio/airport-lyon-1095-42795-a.wav	indoor
audio/metro_station-london-72-2054-a.wav	indoor
audio/airport-barcelona-1-84-a.wav	indoor
audio/shopping_mall-lisbon-1125-44022-a.wav	indoor
audio/airport-barcelona-2-107-a.wav	indoor
audio/shopping_mall-stockholm-137-4158-a.wav	indoor
audio/shopping_mall-stockholm-137-4162-a.wav	indoor
audio/shopping_mall-vienna-140-4249-a.wav	indoor
audio/shopping_mall-vienna-140-4275-a.wav	indoor
audio/airport-lisbon-1122-43880-a.wav	indoor
audio/metro_station-lisbon-1020-43063-a.wav	indoor
audio/shopping_mall-helsinki-128-3821-a.wav	indoor
audio/airport-helsinki-3-140-a.wav	indoor
audio/airport-helsinki-3-130-a.wav	indoor
audio/airport-barcelona-2-111-a.wav	indoor
audio/shopping_mall-lyon-1066-42823-a.wav	indoor
audio/shopping_mall-stockholm-137-4170-a.wav	indoor
audio/airport-vienna-13-558-a.wav	indoor
audio/airport-vienna-13-559-a.wav	indoor
audio/airport-lisbon-1000-40463-a.wav	indoor
audio/shopping_mall-prague-1031-42651-a.wav	indoor
audio/shopping_mall-vienna-140-4253-a.wav	indoor
audio/shopping_mall-vienna-138-4198-a.wav	indoor
audio/shopping_mall-paris-133-4007-a.wav	indoor
audio/metro_station-lisbon-1007-41305-a.wav	indoor
audio/shopping_mall-paris-132-3963-a.wav	indoor
audio/metro_station-stockholm-83-2217-a.wav	indoor
audio/shopping_mall-barcelona-126-3769-a.wav	indoor
audio/shopping_mall-stockholm-137-4143-a.wav	indoor
audio/airport-london-5-240-a.wav	indoor
audio/airport-lyon-1101-41172-a.wav	indoor
audio/metro_station-paris-81-2189-a.wav	indoor
audio/shopping_mall-barcelona-127-3783-a.wav	indoor
audio/shopping_mall-lyon-1043-41875-a.wav	indoor
audio/airport-vienna-14-598-a.wav	indoor
audio/metro_station-london-76-2113-a.wav	indoor
audio/metro_station-london-68-2019-a.wav	indoor
audio/metro_station-prague-1019-43832-a.wav	indoor
audio/airport-lyon-1041-43521-a.wav	indoor
audio/airport-helsinki-3-168-a.wav	indoor
audio/shopping_mall-prague-1009-41865-a.wav	indoor
audio/airport-paris-7-319-a.wav	indoor
audio/metro_station-lisbon-1007-42099-a.wav	indoor
audio/airport-lisbon-1114-40895-a.wav	indoor
audio/airport-barcelona-1-58-a.wav	indoor
audio/metro_station-paris-78-2133-a.wav	indoor
audio/shopping_mall-lisbon-1002-40228-a.wav	indoor
audio/shopping_mall-lyon-1066-43792-a.wav	indoor
audio/metro_station-paris-77-2125-a.wav	indoor
audio/airport-stockholm-12-480-a.wav	indoor
audio/airport-prague-1034-41420-a.wav	indoor
audio/airport-vienna-13-550-a.wav	indoor
audio/airport-barcelona-1-82-a.wav	indoor
audio/metro_station-london-70-2037-a.wav	indoor
audio/metro_station-lisbon-1020-41724-a.wav	indoor
audio/metro_station-vienna-87-2365-a.wav	indoor
audio/shopping_mall-helsinki-130-3890-a.wav	indoor
audio/metro_station-london-72-2050-a.wav	indoor
audio/shopping_mall-london-131-3920-a.wav	indoor
audio/metro_station-barcelona-61-1843-a.wav	indoor
audio/shopping_mall-barcelona-125-3705-a.wav	indoor
audio/shopping_mall-helsinki-129-3860-a.wav	indoor
audio/metro_station-helsinki-65-1945-a.wav	indoor
audio/metro_station-stockholm-83-2229-a.wav	indoor
audio/metro_station-helsinki-64-1937-a.wav	indoor
audio/airport-lisbon-1000-42902-a.wav	indoor
audio/airport-vienna-14-588-a.wav	indoor
audio/metro_station-vienna-88-2413-a.wav	indoor
audio/metro_station-barcelona-63-1892-a.wav	indoor
audio/metro_station-london-75-2092-a.wav	indoor
audio/airport-helsinki-4-182-a.wav	indoor
audio/metro_station-stockholm-85-2319-a.wav	indoor
audio/airport-lisbon-1114-42155-a.wav	indoor
audio/metro_station-lisbon-1021-41779-a.wav	indoor
audio/airport-stockholm-10-428-a.wav	indoor
audio/metro_station-vienna-87-2370-a.wav	indoor
audio/shopping_mall-lyon-1066-42085-a.wav	indoor
audio/metro_station-paris-80-2164-a.wav	indoor
audio/shopping_mall-lisbon-1137-41789-a.wav	indoor
audio/shopping_mall-stockholm-137-4165-a.wav	indoor
audio/shopping_mall-helsinki-128-3812-a.wav	indoor
audio/airport-lisbon-1000-41706-a.wav	indoor
audio/metro_station-prague-1130-44044-a.wav	indoor
audio/airport-lyon-1095-42146-a.wav	indoor
audio/shopping_mall-vienna-138-4193-a.wav	indoor
audio/shopping_mall-lisbon-1125-42074-a.wav	indoor
audio/airport-paris-9-387-a.wav	indoor
audio/shopping_mall-paris-134-4053-a.wav	indoor
audio/metro_station-vienna-88-2396-a.wav	indoor
audio/airport-paris-8-368-a.wav	indoor
audio/metro_station-lyon-1077-43634-a.wav	indoor
audio/metro_station-lisbon-1021-41880-a.wav	indoor
audio/metro_station-stockholm-83-2244-a.wav	indoor
audio/airport-london-5-235-a.wav	indoor
audio/shopping_mall-barcelona-127-3795-a.wav	indoor
audio/shopping_mall-vienna-138-4187-a.wav	indoor
audio/metro_station-helsinki-66-1979-a.wav	indoor
audio/shopping_mall-helsinki-129-3878-a.wav	indoor
audio/metro_station-lyon-1010-43911-a.wav	indoor
audio/metro_station-helsinki-67-2002-a.wav	indoor
audio/shopping_mall-lisbon-1002-43425-a.wav	indoor
audio/shopping_mall-barcelona-126-3769-a.wav	indoor
audio/shopping_mall-vienna-138-4195-a.wav	indoor
audio/shopping_mall-helsinki-128-3824-a.wav	indoor
audio/airport-prague-1023-40542-a.wav	indoor
audio/metro_station-london-68-2022-a.wav	indoor
audio/metro_station-helsinki-67-1985-a.wav	indoor
audio/airport-barcelona-2-107-a.wav	indoor
audio/metro_station-helsinki-67-1986-a.wav	indoor
audio/metro_station-barcelona-62-1873-a.wav	indoor
audio/shopping_mall-barcelona-127-3804-a.wav	indoor
audio/shopping_mall-stockholm-137-4168-a.wav	indoor
audio/metro_station-stockholm-84-2253-a.wav	indoor
audio/metro_station-helsinki-67-2006-a.wav	indoor
audio/metro_station-barcelona-61-1845-a.wav	indoor
audio/airport-stockholm-11-465-a.wav	indoor
audio/metro_station-vienna-87-2385-a.wav	indoor
audio/shopping_mall-paris-133-4016-a.wav	indoor
audio/airport-lisbon-1114-43788-a.wav	indoor
audio/metro_station-helsinki-66-1983-a.wav	indoor
audio/airport-paris-8-370-a.wav	indoor
audio/shopping_mall-paris-133-3997-a.wav	indoor
audio/metro_station-stockholm-83-2241-a.wav	indoor
audio/shopping_mall-helsinki-130-3897-a.wav	indoor
audio/metro_station-lyon-1077-41315-a.wav	indoor
audio/shopping_mall-helsinki-130-3888-a.wav	indoor
audio/metro_station-london-72-2054-a.wav	indoor
audio/airport-prague-1034-40262-a.wav	indoor
audio/shopping_mall-helsinki-128-3816-a.wav	indoor
audio/metro_station-lisbon-1020-40170-a.wav	indoor
audio/airport-stockholm-12-500-a.wav	indoor
audio/shopping_mall-prague-1053-43984-a.wav	indoor
audio/shopping_mall-london-131-3956-a.wav	indoor
audio/shopping_mall-stockholm-136-4120-a.wav	indoor
audio/metro_station-paris-79-2145-a.wav	indoor
audio/airport-prague-1023-43965-a.wav	indoor
audio/metro_station-helsinki-65-1967-a.wav	indoor
audio/shopping_mall-barcelona-126-3735-a.wav	indoor
audio/metro_station-lisbon-1020-43850-a.wav	indoor
audio/shopping_mall-stockholm-136-4118-a.wav	indoor
audio/shopping_mall-lyon-1066-40708-a.wav	indoor
audio/shopping_mall-stockholm-136-4118-a.wav	indoor
audio/shopping_mall-barcelona-125-3703-a.wav	indoor
audio/airport-helsinki-3-136-a.wav	indoor
audio/airport-barcelona-2-105-a.wav	indoor
audio/metro_station-barcelona-63-1883-a.wav	indoor
audio/airport-paris-8-367-a.wav	indoor
